ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/945/GCF_001720945.1_ASM172094v1,GCA_001720945.1_ISMMS_VRE_1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/697/285/GCF_009697285.1_ASM969728v1,GCA_009697285.1_VRE
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/535/GCF_900639535.1_E8202_hybrid_assembly,GCA_900639535.1_E8202
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/625/GCF_002007625.1_ASM200762v1,GCA_002007625.1_2014-VREF-41
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/715/GCF_900639715.1_E8414_hybrid_assembly,GCA_900639715.1_E8414
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/444/405/GCF_000444405.1_ASM44440v1,GCA_000444405.1_AUS0085
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/485/GCF_900639485.1_E7240_hybrid_assembly,GCA_900639485.1_E7240
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/045/GCF_002025045.1_ASM202504v1,GCA_002025045.1_2014-VREF-268
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/735/GCF_001518735.1_ASM151873v1,GCA_001518735.1_Strain_6E6
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/185/GCF_900094185.1_Ef_DMG1500501,GCA_900094185.1_Ef_DMG1500501
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/905/GCF_001895905.1_ASM189590v1,GCA_001895905.1_VRE001
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/635/GCF_001886635.1_ASM188663v1,GCA_001886635.1_E1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/465/GCF_900639465.1_E7429_hybrid_assembly,GCA_900639465.1_E7429
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/545/GCF_900639545.1_E7933_hybrid_assembly,GCA_900639545.1_E7933
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/615/GCF_900639615.1_E8328_hybrid_assembly,GCA_900639615.1_E8328
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/595/GCF_900639595.1_E8377_hybrid_assembly,GCA_900639595.1_E8377
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/625/GCF_900639625.1_E8284_hybrid_assembly,GCA_900639625.1_E8284
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/395/GCF_900639395.1_E6975_hybrid_assembly,GCA_900639395.1_E6975
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/715/GCF_005886715.1_ASM588671v1,GCA_005886715.1_UAMSEF_09
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/735/GCF_005886735.1_ASM588673v1,GCA_005886735.1_UAMSEF_20
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/765/GCF_003020765.1_ASM302076v1,GCA_003020765.1_AUSMDU00004142
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/025/065/GCF_002025065.1_ASM202506v1,GCA_002025065.1_2014-VREF-63
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/475/GCF_008728475.1_ASM872847v1,GCA_008728475.1_V2937
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/605/GCF_900639605.1_E8290_hybrid_assembly,GCA_900639605.1_E8290
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/505/GCF_900639505.1_E7356_hybrid_assembly,GCA_900639505.1_E7356
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/475/GCF_900092475.1_Ef_aus00233,GCA_900092475.1_Ef_aus00233
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/455/GCF_008728455.1_ASM872845v1,GCA_008728455.1_V1836
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/685/GCF_003020685.1_ASM302068v1,GCA_003020685.1_AUSMDU00004167
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/445/GCF_003071445.1_ASM307144v1,GCA_003071445.1_CFSAN059071
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/495/GCF_900639495.1_E7471_hybrid_assembly,GCA_900639495.1_E7471
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/425/GCF_003071425.1_ASM307142v1,GCA_003071425.1_CFSAN059070
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/957/785/GCF_003957785.1_ASM395778v1,GCA_003957785.1_RBWH1
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/745/GCF_002848745.1_ASM284874v1,GCA_002848745.1_Efaecium_ER04526.3A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/705/GCF_002848705.1_ASM284870v1,GCA_002848705.1_Efaecium_ER04619.3A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/645/GCF_002848645.1_ASM284864v1,GCA_002848645.1_Efaecium_ER04120.3A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/665/GCF_002848665.1_ASM284866v1,GCA_002848665.1_Efaecium_ER04484.3A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/777/275/GCF_002777275.1_ASM277727v1,GCA_002777275.1_E232
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/255/GCF_002761255.1_ASM276125v1,GCA_002761255.1_E240
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/275/GCF_002761275.1_ASM276127v1,GCA_002761275.1_E243
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/685/GCF_002848685.1_ASM284868v1,GCA_002848685.1_Efaecium_ER04462.3A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/725/GCF_002848725.1_ASM284872v1,GCA_002848725.1_Efaecium_ER04526.5A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/575/GCF_900639575.1_E8014_hybrid_assembly,GCA_900639575.1_E8014
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/625/GCF_002848625.1_ASM284862v1,GCA_002848625.1_Efaecium_ER03933.3A
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/745/GCF_003020745.1_ASM302074v1,GCA_003020745.1_AUSMDU00004024
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/345/GCF_001594345.1_ASM159434v1,GCA_001594345.1_ATCC_700221
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/020/725/GCF_003020725.1_ASM302072v1,GCA_003020725.1_AUSMDU00004028
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/517/315/GCF_005517315.1_ASM551731v1,GCA_005517315.1_VB3025
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/917/315/GCF_007917315.1_ASM791731v1,GCA_007917315.1_VVEswe-S
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/917/035/GCF_007917035.1_ASM791703v1,GCA_007917035.1_VVEswe-R
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/065/GCF_001721065.1_ASM172106v1,GCA_001721065.1_ISMMS_VRE_7
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/565/GCF_900639565.1_E8195_hybrid_assembly,GCA_900639565.1_E8195
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/445/GCF_900639445.1_E7199_hybrid_assembly,GCA_900639445.1_E7199
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/655/GCF_005886655.1_ASM588665v1,GCA_005886655.1_UAMSEF_08
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/545/GCF_005886545.1_ASM588654v1,GCA_005886545.1_UAMSEF_01
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/721/905/GCF_001721905.1_ASM172190v1,GCA_001721905.1_ISMMS_VRE_11
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/880/635/GCF_002880635.1_ASM288063v1,GCA_002880635.1_AALTL
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/235/GCF_001953235.1_ASM195323v1,GCA_001953235.1_ISMMS_VRE_12
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/355/GCF_900639355.1_E7025_hybrid_assembly,GCA_900639355.1_E7025
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/576/735/GCF_005576735.1_ASM557673v1,GCA_005576735.1_VB3240
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/024/245/GCF_002024245.1_ASM202424v1,GCA_002024245.1_2014-VREF-114
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/365/GCF_900639365.1_E7171_hybrid_assembly,GCA_900639365.1_E7171
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/938/285/GCF_009938285.1_ASM993828v1,GCA_009938285.1_KUHS13
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/255/GCF_001953255.1_ASM195325v1,GCA_001953255.1_ISMMS_VRE_9
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/005/GCF_009734005.1_ASM973400v2,GCA_009734005.2_SRR24
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/639/515/GCF_900639515.1_E7654_hybrid_assembly,GCA_900639515.1_E7654
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/635/875/GCF_001635875.1_ASM163587v1,GCA_001635875.1_E39
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/385/GCF_002848385.1_ASM284838v1,GCA_002848385.1_SC4
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/044/005/GCF_900044005.1_ASM90004400v1,GCA_900044005.1_EFE11651
