1,chrm,3047863,3049071,ECRM13516_RS15660,transposase,-
1,chrm,5122268,5123464,ECRM13516_RS25830,transposase,-
1,chrm,10129,11337,ECRM13516_RS28135,transposase,+
2,chrm,18346,18633,ECRM13516_RS27560,type II toxin_antitoxin system RelE/ParE family toxin,+
2,chrm,78052,78339,ECRM13516_RS27940,type II toxin_antitoxin system mRNA interferase toxin; RelE/StbE family,-
3,chrm,22280,22645,ECRM13516_RS27595,hypothetical protein,+
3,chrm,77477,77842,ECRM13516_RS27935,hypothetical protein,-
3,chrm,68601,68966,ECRM13516_RS27880,hypothetical protein,+
3,chrm,83352,83717,ECRM13516_RS27975,hypothetical protein,-
4,chrm,22645,23832,ECRM13516_RS27600,IS91 family transposase,+
4,chrm,68966,70153,ECRM13516_RS27885,IS91 family transposase,+
4,chrm,82165,83352,ECRM13516_RS27970,IS91 family transposase,-
4,chrm,76290,77477,ECRM13516_RS27930,IS91 family transposase,-
5,chrm,1218393,1219931,ECRM13516_RS05905,IS66 family transposase,-
5,chrm,1761428,1762966,ECRM13516_RS08935,IS66 family transposase,-
5,chrm,2659576,2661114,ECRM13516_RS13710,IS66 family transposase,-
5,chrm,5190290,5191828,ECRM13516_RS26200,IS66 family transposase,-
5,chrm,92893,94431,ECRM13516_RS28015,IS66 family transposase,-
5,chrm,5033095,5034630,ECRM13516_RS25470,IS66 family transposase,+
5,chrm,5347524,5349062,ECRM13516_RS27105,IS66 family transposase,-
5,chrm,30767,32305,ECRM13516_RS27640,IS66 family transposase,-
5,chrm,2515792,2517327,ECRM13516_RS12980,IS66 family transposase,-
6,chrm,1219981,1220328,ECRM13516_RS05910,IS66 family insertion sequence hypothetical protein,-
6,chrm,2661164,2661511,ECRM13516_RS13715,IS66 family insertion sequence hypothetical protein,-
6,chrm,5032698,5033045,ECRM13516_RS25465,IS66 family insertion sequence hypothetical protein,+
6,chrm,5349112,5349459,ECRM13516_RS27110,IS66 family insertion sequence hypothetical protein,-
6,chrm,1763016,1763363,ECRM13516_RS08940,IS66 family insertion sequence hypothetical protein,-
6,chrm,94481,94828,ECRM13516_RS28020,IS66 family insertion sequence hypothetical protein,-
6,chrm,5191878,5192225,ECRM13516_RS26205,IS66 family insertion sequence hypothetical protein,-
6,chrm,32355,32702,ECRM13516_RS27645,IS66 family insertion sequence hypothetical protein,-
6,chrm,2517377,2517724,ECRM13516_RS12985,IS66 family insertion sequence hypothetical protein,-
6,chrm,5017855,5018202,ECRM13516_RS25380,IS66 family insertion sequence hypothetical protein,+
7,chrm,1220325,1220705,ECRM13516_RS05915,IS66 family insertion sequence hypothetical protein,-
7,chrm,32699,33079,ECRM13516_RS27650,IS66 family insertion sequence hypothetical protein,-
7,chrm,1763360,1763740,ECRM13516_RS08945,IS66 family insertion sequence hypothetical protein,-
7,chrm,94825,95205,ECRM13516_RS28025,IS66 family insertion sequence hypothetical protein,-
7,chrm,5349456,5349836,ECRM13516_RS27115,IS66 family insertion sequence hypothetical protein,-
7,chrm,2661508,2661888,ECRM13516_RS13720,IS66 family insertion sequence hypothetical protein,-
7,chrm,5017478,5017858,ECRM13516_RS25375,IS66 family insertion sequence hypothetical protein,+
8,chrm,39358,39783,ECRM13516_RS00200,IS66 family insertion sequence hypothetical protein,+
8,chrm,2523103,2523528,ECRM13516_RS13020,IS66 family insertion sequence hypothetical protein,-
8,chrm,5016890,5017315,ECRM13516_RS25370,IS66 family insertion sequence hypothetical protein,-
8,chrm,1288060,1288485,ECRM13516_RS06335,IS66 family insertion sequence hypothetical protein,+
8,chrm,1241499,1241924,ECRM13516_RS06080,IS66 family insertion sequence hypothetical protein,+
8,chrm,5237980,5238405,ECRM13516_RS26445,IS66 family insertion sequence hypothetical protein,+
8,chrm,33242,33667,ECRM13516_RS27655,IS66 family insertion sequence hypothetical protein,+
8,chrm,5215563,5215988,ECRM13516_RS26300,IS66 family insertion sequence hypothetical protein,+
9,chrm,39780,40130,ECRM13516_RS00205,IS66 family insertion sequence hypothetical protein,+
9,chrm,5215985,5216335,ECRM13516_RS26305,IS66 family insertion sequence hypothetical protein,+
9,chrm,1237914,1238264,ECRM13516_RS06055,IS66 family insertion sequence hypothetical protein,+
9,chrm,5016543,5016893,ECRM13516_RS25365,IS66 family insertion sequence hypothetical protein,-
9,chrm,5238402,5238752,ECRM13516_RS26450,IS66 family insertion sequence hypothetical protein,+
9,chrm,1241921,1242271,ECRM13516_RS06085,IS66 family insertion sequence hypothetical protein,+
9,chrm,2522756,2523106,ECRM13516_RS13015,IS66 family insertion sequence hypothetical protein,-
9,chrm,33664,34014,ECRM13516_RS27660,IS66 family insertion sequence hypothetical protein,+
10,chrm,40161,41774,ECRM13516_RS00210,IS66 family transposase,+
10,chrm,2521112,2522725,ECRM13516_RS13010,IS66 family transposase ISEc23,-
10,chrm,1238295,1239908,ECRM13516_RS06060,IS66 family transposase IS682,+
10,chrm,34045,35658,ECRM13516_RS27665,IS66 family transposase ISEc23,+
10,chrm,5238783,5240396,ECRM13516_RS26455,IS66 family transposase ISEc23,+
10,chrm,1242302,1243915,ECRM13516_RS06090,IS66 family transposase ISEc23,+
11,chrm,171747,172943,ECRM13516_RS00800,IS110 family transposase,-
11,chrm,3132851,3134047,ECRM13516_RS16090,IS110 family transposase,+
11,chrm,260607,261803,ECRM13516_RS01230,IS110 family transposase,-
11,chrm,1585623,1586819,ECRM13516_RS08085,IS110 family transposase,-
11,chrm,1700480,1701676,ECRM13516_RS08660,IS110 family transposase,+
11,chrm,1256010,1257206,ECRM13516_RS06160,IS110 family transposase,-
12,chrm,292618,292881,ECRM13516_RS01385,50S ribosomal protein L31 type B,-
12,chrm,1233057,1233320,ECRM13516_RS06015,50S ribosomal protein L31,+
13,chrm,799859,800560,ECRM13516_RS03805,Replication protein P,+
13,chrm,3320285,3320986,ECRM13516_RS16985,hypothetical protein,-
14,chrm,800557,800847,ECRM13516_RS03810,protein ren,+
14,chrm,3319998,3320288,ECRM13516_RS16980,protein ren,-
15,chrm,800903,801361,ECRM13516_RS03815,recombination protein NinB,+
15,chrm,3319484,3319942,ECRM13516_RS16975,recombination protein NinB,-
16,chrm,801358,801885,ECRM13516_RS03820,phage N_6_adenine_methyltransferase,+
16,chrm,3318960,3319487,ECRM13516_RS16970,phage N_6_adenine_methyltransferase,-
17,chrm,801882,802064,ECRM13516_RS03825,NinE family protein,+
17,chrm,3318781,3318963,ECRM13516_RS30035,NinE family protein,-
18,chrm,804886,805452,ECRM13516_RS03835,endonuclease,+
18,chrm,3315394,3315960,ECRM13516_RS16955,endonuclease,-
19,chrm,805427,806038,ECRM13516_RS03840,protein ninG,+
19,chrm,3314808,3315419,ECRM13516_RS16950,protein ninG,-
20,chrm,806035,806700,ECRM13516_RS03845,serine/threonine protein phosphatase,+
20,chrm,3314146,3314811,ECRM13516_RS16945,serine/threonine protein phosphatase,-
21,chrm,809246,809962,ECRM13516_RS03875,hypothetical protein,+
21,chrm,3312530,3313246,ECRM13516_RS16935,hypothetical protein,-
22,chrm,810505,812355,ECRM13516_RS03885,DUF1737 domain_containing protein,+
22,chrm,3310132,3311985,ECRM13516_RS16925,DUF1737 domain_containing protein,-
22,chrm,2743493,2745343,ECRM13516_RS14160,DUF1737 domain_containing protein,-
22,chrm,1406758,1408608,ECRM13516_RS07050,DUF1737 domain_containing protein,+
22,chrm,1082889,1084739,ECRM13516_RS05250,DUF1737 domain_containing protein,+
22,chrm,1942600,1944453,ECRM13516_RS09825,9_O_acetyl_N_acetylneuraminic acid deacetylase,-
22,chrm,2446124,2447974,ECRM13516_RS12575,9_O_acetyl_N_acetylneuraminic acid deacetylase,-
23,chrm,812508,812723,ECRM13516_RS03890,holin,+
23,chrm,2445756,2445971,ECRM13516_RS12570,holin,-
23,chrm,1942235,1942450,ECRM13516_RS09820,holin,-
23,chrm,1084892,1085107,ECRM13516_RS05255,holin,+
23,chrm,2291050,2291265,ECRM13516_RS11665,holin,-
23,chrm,2742994,2743200,ECRM13516_RS14155,holin,-
23,chrm,3309767,3309982,ECRM13516_RS16920,holin,-
23,chrm,1409058,1409264,ECRM13516_RS07060,holin,+
24,chrm,812728,813072,ECRM13516_RS03895,DUF1327 domain_containing protein,+
24,chrm,1085112,1085456,ECRM13516_RS05260,DUF1327 domain_containing protein,+
24,chrm,1941886,1942230,ECRM13516_RS09815,DUF1327 domain_containing protein,-
24,chrm,2445407,2445751,ECRM13516_RS12565,DUF1327 domain_containing protein,-
24,chrm,3309418,3309762,ECRM13516_RS16915,DUF1327 domain_containing protein,-
24,chrm,2742645,2742989,ECRM13516_RS14150,DUF1327 domain_containing protein,-
25,chrm,813123,813656,ECRM13516_RS03900,lysozyme,+
25,chrm,1409952,1410485,ECRM13516_RS07075,lysozyme,+
25,chrm,1941302,1941835,ECRM13516_RS09810,lysozyme,-
25,chrm,2742061,2742594,ECRM13516_RS14145,lysozyme,-
25,chrm,2444823,2445356,ECRM13516_RS12560,lysozyme,-
25,chrm,1085507,1086040,ECRM13516_RS05265,lysozyme,+
25,chrm,2290512,2291045,ECRM13516_RS11660,lysozyme,-
25,chrm,3308834,3309367,ECRM13516_RS16910,lysozyme,-
25,chrm,5335852,5336385,ECRM13516_RS27020,lysozyme,+
26,chrm,813877,813990,ECRM13516_RS03905,hypothetical protein,+
26,chrm,1086261,1086374,ECRM13516_RS05270,hypothetical protein,+
26,chrm,2444488,2444601,ECRM13516_RS12555,hypothetical protein,-
27,chrm,813992,814459,ECRM13516_RS03910,lysis protein,+
27,chrm,2289746,2290213,ECRM13516_RS11655,lysis protein,-
27,chrm,2444019,2444486,ECRM13516_RS31420,lysis protein,-
27,chrm,1086376,1086843,ECRM13516_RS05275,lysis protein,+
27,chrm,1940345,1940812,ECRM13516_RS09800,lysis protein,-
28,chrm,814542,814682,ECRM13516_RS03915,hypothetical protein,+
28,chrm,1086926,1087066,ECRM13516_RS29045,hypothetical protein,+
28,chrm,2443796,2443936,ECRM13516_RS29675,hypothetical protein,-
28,chrm,1940122,1940262,ECRM13516_RS29455,hypothetical protein,-
29,chrm,814925,815239,ECRM13516_RS03920,PerC family transcriptional regulator,+
29,chrm,2443239,2443553,ECRM13516_RS12545,PerC family transcriptional regulator,-
29,chrm,1087309,1087623,ECRM13516_RS05280,PerC family transcriptional regulator,+
29,chrm,1939565,1939879,ECRM13516_RS09795,PerC family transcriptional regulator,-
30,chrm,815321,815545,ECRM13516_RS03925,DUF3950 domain_containing protein,-
30,chrm,1939259,1939483,ECRM13516_RS29450,DUF3950 domain_containing protein,+
30,chrm,2442933,2443157,ECRM13516_RS29670,DUF3950 domain_containing protein,+
30,chrm,1087705,1087929,ECRM13516_RS29050,DUF3950 domain_containing protein,-
31,chrm,815940,816449,ECRM13516_RS03935,terminase,+
31,chrm,2442029,2442538,ECRM13516_RS12540,terminase,-
31,chrm,1088324,1088833,ECRM13516_RS05285,terminase,+
32,chrm,816421,818349,ECRM13516_RS03940,phage terminase large subunit family protein,+
32,chrm,2440129,2442057,ECRM13516_RS12535,phage terminase large subunit family protein,-
32,chrm,1088805,1090733,ECRM13516_RS05290,phage terminase large subunit family protein,+
33,chrm,818333,818539,ECRM13516_RS03945,head_tail joining protein,+
33,chrm,1090717,1090923,ECRM13516_RS05295,head_tail joining protein,+
33,chrm,2439939,2440145,ECRM13516_RS12530,head_tail joining protein,-
34,chrm,818536,820128,ECRM13516_RS03950,phage portal protein,+
34,chrm,2438350,2439942,ECRM13516_RS12525,phage portal protein,-
34,chrm,1090920,1092512,ECRM13516_RS05300,phage portal protein,+
35,chrm,820118,821623,ECRM13516_RS03955,S49 family peptidase,+
35,chrm,1092502,1094007,ECRM13516_RS05305,scaffolding protein,+
35,chrm,2436855,2438360,ECRM13516_RS12520,S49 family peptidase,-
36,chrm,821660,822007,ECRM13516_RS03960,head decoration protein,+
36,chrm,2436471,2436818,ECRM13516_RS12515,head decoration protein,-
36,chrm,1094044,1094391,ECRM13516_RS05310,head decoration protein,+
37,chrm,822065,823093,ECRM13516_RS03965,minor capsid protein E,+
37,chrm,1094449,1095477,ECRM13516_RS05315,minor capsid protein E,+
37,chrm,2435385,2436413,ECRM13516_RS12510,minor capsid protein E,-
38,chrm,824038,824610,ECRM13516_RS03980,hypothetical protein,+
38,chrm,2422719,2423318,ECRM13516_RS12440,Ail/Lom family protein,-
38,chrm,1919138,1919737,ECRM13516_RS09685,hypothetical protein,-
38,chrm,1108146,1108745,ECRM13516_RS05395,hypothetical protein,+
38,chrm,2267820,2268419,ECRM13516_RS11540,Ail/Lom family protein,-
38,chrm,5360196,5360795,ECRM13516_RS27165,hypothetical protein,+
38,chrm,2718707,2719306,ECRM13516_RS14005,Ail/Lom family protein,-
38,chrm,3285596,3286195,ECRM13516_RS16785,hypothetical protein,-
38,chrm,1422241,1422840,ECRM13516_RS07170,hypothetical protein,+
39,chrm,824675,825988,ECRM13516_RS03985,tail fiber protein,+
39,chrm,2717329,2718642,ECRM13516_RS14000,tail fiber protein,-
39,chrm,3284188,3285531,ECRM13516_RS16780,tail fiber protein,-
39,chrm,1917760,1919073,ECRM13516_RS09680,tail fiber protein,-
39,chrm,2266442,2267755,ECRM13516_RS11535,tail fiber protein,-
39,chrm,1422905,1424218,ECRM13516_RS07175,tail fiber protein,+
39,chrm,1108810,1110123,ECRM13516_RS05400,tail fiber protein,+
39,chrm,2421449,2422654,ECRM13516_RS12435,tail fiber protein,-
40,chrm,825990,826259,ECRM13516_RS03990,phage tail protein,+
40,chrm,2266171,2266440,ECRM13516_RS11530,phage tail protein,-
40,chrm,1110125,1110394,ECRM13516_RS05405,phage tail protein,+
40,chrm,1917489,1917797,ECRM13516_RS09675,hypothetical protein,-
40,chrm,3282634,3282903,ECRM13516_RS16765,phage tail protein,-
40,chrm,1424220,1424489,ECRM13516_RS07180,phage tail protein,+
40,chrm,2421178,2421447,ECRM13516_RS12430,phage tail protein,-
40,chrm,2717058,2717327,ECRM13516_RS13995,phage tail protein,-
41,chrm,976758,977375,ECRM13516_RS04700,dimethyl sulfoxide reductase subunit B,+
41,chrm,1973259,1973876,ECRM13516_RS10020,dimethylsulfoxide reductase; chain B,+
42,chrm,1066164,1068599,ECRM13516_RS05115,exonuclease,-
42,chrm,1571544,1574015,ECRM13516_RS07975,exonuclease,-
42,chrm,1390722,1393193,ECRM13516_RS06915,exonuclease,-
43,chrm,1070318,1070470,ECRM13516_RS05135,DUF1391 domain_containing protein,-
43,chrm,1956833,1956985,ECRM13516_RS09930,DUF1391 domain_containing protein,+
43,chrm,2460081,2460233,ECRM13516_RS12695,DUF1391 domain_containing protein,+
44,chrm,1072111,1072536,ECRM13516_RS05160,Rha family transcriptional regulator,+
44,chrm,2458407,2458832,ECRM13516_RS12680,hypothetical protein,-
45,chrm,1072608,1073714,ECRM13516_RS05165,hypothetical protein,+
45,chrm,2457229,2458335,ECRM13516_RS12675,hypothetical protein,-
46,chrm,1077361,1077573,ECRM13516_RS05190,Hok/Gef family protein,+
46,chrm,1949272,1949484,ECRM13516_RS09865,type I toxin_antitoxin system hok family toxin,-
46,chrm,2453545,2453757,ECRM13516_RS12635,Hok/Gef family protein,-
47,chrm,1077741,1078019,ECRM13516_RS31170,hypothetical protein,+
47,chrm,1403053,1403331,ECRM13516_RS31245,hypothetical protein,+
47,chrm,1948826,1949104,ECRM13516_RS31350,hypothetical protein,-
48,chrm,1078021,1079070,ECRM13516_RS05200,DUF968 domain_containing protein,+
48,chrm,1947775,1948824,ECRM13516_RS09855,DUF968 domain_containing protein,-
48,chrm,2451636,2452685,ECRM13516_RS12620,DUF968 domain_containing protein,-
48,chrm,1403333,1404382,ECRM13516_RS07025,DUF968 domain_containing protein,+
49,chrm,1079083,1079454,ECRM13516_RS05205,endodeoxyribonuclease,+
49,chrm,2451264,2451623,ECRM13516_RS12615,RusA family crossover junction endodeoxyribonuclease,-
49,chrm,1947403,1947762,ECRM13516_RS09850,RusA family crossover junction endodeoxyribonuclease,-
49,chrm,1404395,1404769,ECRM13516_RS07030,RusA family crossover junction endodeoxyribonuclease,+
49,chrm,1584022,1584387,ECRM13516_RS08065,RusA family crossover junction endodeoxyribonuclease,+
50,chrm,1081533,1082120,ECRM13516_RS05225,transcriptional regulator,+
50,chrm,2449428,2450015,ECRM13516_RS12600,AraC family transcriptional regulator,-
51,chrm,1095481,1095903,ECRM13516_RS05320,hypothetical protein,+
51,chrm,2434959,2435381,ECRM13516_RS12505,hypothetical protein,-
52,chrm,1095896,1096249,ECRM13516_RS05325,tail attachment protein,+
52,chrm,2434613,2434966,ECRM13516_RS12500,tail attachment protein,-
53,chrm,1096265,1096798,ECRM13516_RS05330,tail protein,+
53,chrm,2434064,2434597,ECRM13516_RS12495,tail protein,-
54,chrm,1096795,1097190,ECRM13516_RS05335,tail protein,+
54,chrm,1930110,1930505,ECRM13516_RS09735,tail protein,-
54,chrm,2433672,2434067,ECRM13516_RS12490,tail protein,-
55,chrm,1097198,1097950,ECRM13516_RS05340,tail protein,+
55,chrm,1929350,1930102,ECRM13516_RS09730,tail protein,-
55,chrm,2432912,2433664,ECRM13516_RS12485,tail protein,-
56,chrm,1097964,1098395,ECRM13516_RS05345,phage minor tail protein G,+
56,chrm,2432467,2432898,ECRM13516_RS12480,phage minor tail protein G,-
57,chrm,1098422,1098835,ECRM13516_RS05350,phage tail assembly protein T,+
57,chrm,1928474,1928887,ECRM13516_RS09720,phage tail assembly protein T,-
57,chrm,2432027,2432440,ECRM13516_RS12475,phage tail assembly protein T,-
58,chrm,1098816,1101395,ECRM13516_RS05355,phage tail tape measure protein,+
58,chrm,2429467,2432046,ECRM13516_RS12470,phage tail tape measure protein,-
59,chrm,1101392,1101721,ECRM13516_RS05360,tail protein,+
59,chrm,2429141,2429470,ECRM13516_RS12465,tail protein,-
59,chrm,1925555,1925884,ECRM13516_RS09710,tail protein,-
60,chrm,1101721,1102419,ECRM13516_RS05365,phage minor tail protein L,+
60,chrm,3291308,3292006,ECRM13516_RS16805,phage minor tail protein L,-
60,chrm,2428443,2429141,ECRM13516_RS12460,phage minor tail protein L,-
60,chrm,1924857,1925555,ECRM13516_RS09705,phage minor tail protein L,-
60,chrm,2724422,2725120,ECRM13516_RS14025,phage minor tail protein L,-
60,chrm,1601079,1601777,ECRM13516_RS08170,phage minor tail protein L,+
60,chrm,2274171,2274869,ECRM13516_RS11565,phage minor tail protein L,-
61,chrm,1102430,1103173,ECRM13516_RS05370,phage tail protein,+
61,chrm,2723668,2724411,ECRM13516_RS14020,phage tail protein,-
61,chrm,2427689,2428432,ECRM13516_RS12455,phage tail protein,-
61,chrm,1924108,1924851,ECRM13516_RS09700,phage tail protein,-
61,chrm,2273417,2274160,ECRM13516_RS11560,phage tail protein,-
61,chrm,1603506,1604243,ECRM13516_RS08190,phage tail protein,+
61,chrm,3290554,3291297,ECRM13516_RS16800,phage tail protein,-
62,chrm,1103071,1103751,ECRM13516_RS05375,tail assembly protein,+
62,chrm,1604141,1604821,ECRM13516_RS08195,tail assembly protein,+
62,chrm,3289979,3290656,ECRM13516_RS16795,tail assembly protein,-
