GCA_000174395,11
GCA_002761555,7
GCA_004101385,5
GCA_009734005,5
GCA_900639445,8
GCA_000250945,11
GCA_002777275,8
GCA_004103475,7
GCA_009938075,5
GCA_900639455,7
GCA_000336405,5
GCA_002831505,5
GCA_004332055,7
GCA_009938285,11
GCA_900639465,14
GCA_000444405,10
GCA_002848385,8
GCA_005166365,8
GCA_010120755,4
GCA_900639485,13
GCA_000737555,8
GCA_002848625,7
GCA_005517315,13
GCA_900044005,7
GCA_900639505,11
GCA_001298485,3
GCA_002848645,7
GCA_005576735,14
GCA_900066025,5
GCA_900639515,8
GCA_001412695,5
GCA_002848665,7
GCA_005886545,12
GCA_900092475,11
GCA_900639525,10
GCA_001518735,8
GCA_002848685,7
GCA_005886655,13
GCA_900094185,14
GCA_900639535,10
GCA_001587115,8
GCA_002848705,7
GCA_005886715,14
GCA_900634805,9
GCA_900639545,15
GCA_001594345,14
GCA_002848725,7
GCA_005886735,16
GCA_900635365,7
GCA_900639555,11
GCA_001635875,10
GCA_002848745,9
GCA_005952885,9
GCA_900635415,12
GCA_900639565,8
GCA_001720945,7
GCA_002850515,5
GCA_006007925,10
GCA_900637035,9
GCA_900639575,9
GCA_001721065,10
GCA_002880635,8
GCA_006280355,10
GCA_900638765,6
GCA_900639585,13
GCA_001721905,9
GCA_002983785,7
GCA_006337045,11
GCA_900638775,10
GCA_900639595,10
GCA_001750885,9
GCA_003020685,12
GCA_006337145,10
GCA_900638785,6
GCA_900639605,9
GCA_001886635,8
GCA_003020705,10
GCA_006351785,10
GCA_900638805,12
GCA_900639615,8
GCA_001895905,13
GCA_003020725,15
GCA_006351845,9
GCA_900638815,10
GCA_900639625,10
GCA_001953235,6
GCA_003020745,8
GCA_006575625,13
GCA_900638825,11
GCA_900639635,8
GCA_001953255,8
GCA_003020765,12
GCA_006741355,8
GCA_900639335,12
GCA_900639655,7
GCA_002007625,12
GCA_003071425,10
GCA_007917035,13
GCA_900639345,13
GCA_900639705,11
GCA_002024245,11
GCA_003071445,10
GCA_007917315,14
GCA_900639355,12
GCA_900639715,12
GCA_002025045,13
GCA_003269465,3
GCA_008000855,6
GCA_900639365,8
GCA_900639725,10
GCA_002025065,8
GCA_003574925,9
GCA_008330605,8
GCA_900639385,8
GCA_900639745,8
GCA_002334625,9
GCA_003667965,6
GCA_008728455,12
GCA_900639395,12
GCA_900640265,9
GCA_002442955,8
GCA_003711605,7
GCA_008728475,11
GCA_900639405,12
GCA_900683475,2
GCA_002761255,7
GCA_003957785,9
GCA_009036045,10
GCA_900639415,13
GCA_002761275,9
GCA_004015145,6
GCA_009697285,12
GCA_900639425,11
