Group,ID-1,Locus_Tag,Protein1,symbol,name Prot1,Annotation,start,end,strand,Origin,ID-2,Locus_tag,Protein2,symbol,name Prot2,Annotation,start,end,strand,Origin
1,lcl_NC_004431.1_prot_WP_077634478.1_2,C_RS25965,WP_077634478.1,,transposase,,245,496,+,chrm
1,,,,,,,,,,,lcl_NC_004431.1_prot_WP_077634494.1_542,C_RS26310,WP_077634494.1,,hypothetical protein,,542166,542396,+,chrm,
1,,,,,,,,,,,lcl_NC_004431.1_prot_WP_072034748.1_2386,C_RS27095,WP_072034748.1,,hypothetical protein,,2231882,2232112,-,chrm,
1,,,,,,,,,,,lcl_NC_004431.1_prot_WP_050502325.1_749,C_RS26390,WP_050502325.1,,hypothetical protein,,749623,749850,+,chrm,
2,lcl_NC_004431.1_prot_WP_002430787.1_3,C_RS00010,WP_002430787.1,,IS200/IS605 family transposase IS200C,,402,911,+,chrm
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_84,C_RS00400,WP_001309126.1,,IS200/IS605 family transposase,,82026,82535,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_3100,C_RS14985,WP_001309126.1,,IS200/IS605 family transposase,,3026388,3026897,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_3398,C_RS16480,WP_002430787.1,,IS200/IS605 family transposase IS200C,,3329981,3330490,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_68,C_RS00335,WP_002430787.1,,IS200/IS605 family transposase IS200C,,67723,68232,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_2288,C_RS11060,WP_002430787.1,,IS200/IS605 family transposase IS200C,,2148324,2148833,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_077634484.1_2385,C_RS11510,WP_077634484.1,,IS200/IS605 family transposase,,2231467,2231976,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_1348,C_RS06485,WP_001309126.1,,IS200/IS605 family transposase,,1311803,1312312,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_1263,C_RS06065,WP_001309126.1,,IS200/IS605 family transposase,,1239426,1239935,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_1222,C_RS05895,WP_002430787.1,,IS200/IS605 family transposase IS200C,,1208636,1209145,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_192,C_RS00915,WP_001309126.1,,IS200/IS605 family transposase,,192782,193291,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_543,C_RS02590,WP_002430787.1,,IS200/IS605 family transposase IS200C,,542302,542811,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_1687,C_RS08135,WP_001309126.1,,IS200/IS605 family transposase,,1574110,1574619,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_2584,C_RS12440,WP_001309126.1,,IS200/IS605 family transposase,,2467471,2467980,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_2602,C_RS12520,WP_002430787.1,,IS200/IS605 family transposase IS200C,,2483231,2483740,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_5285,C_RS25840,WP_002430787.1,,IS200/IS605 family transposase IS200C,,5210429,5210938,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_1388,C_RS06680,WP_002430787.1,,IS200/IS605 family transposase IS200C,,1341649,1342158,+,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001309126.1_3360,C_RS16295,WP_001309126.1,,IS200/IS605 family transposase,,3283735,3284244,-,chrm,
2,,,,,,,,,,,lcl_NC_004431.1_prot_WP_002430787.1_750,C_RS03595,WP_002430787.1,,IS200/IS605 family transposase IS200C,,749756,750265,+,chrm,
3,lcl_NC_004431.1_prot_WP_072190177.1_67,C_RS26045,WP_072190177.1,,hypothetical protein,,67620,67817,+,chrm
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_077634483.1_1262,C_RS26665,WP_077634483.1,,hypothetical protein,,1239320,1239520,+,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_077634479.1_83,C_RS26065,WP_077634479.1,,hypothetical protein,,81920,82120,+,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_042195495.1_191,C_RS26105,WP_042195495.1,,hypothetical protein,,192688,192876,+,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_077634493.1_5284,C_RS28200,WP_077634493.1,,hypothetical protein,,5210311,5210523,+,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_071819032.1_3101,C_RS27360,WP_071819032.1,,hypothetical protein,,3026803,3027021,-,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001683522.1_2289,C_RS27035,WP_001683522.1,,hypothetical protein,,2148739,2148927,-,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001683522.1_3399,C_RS27450,WP_001683522.1,,hypothetical protein,,3330396,3330584,-,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001683522.1_1221,C_RS26610,WP_001683522.1,,hypothetical protein,,1208542,1208730,+,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_071819033.1_3361,C_RS27435,WP_071819033.1,,hypothetical protein,,3284150,3284353,-,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_042195495.1_1686,C_RS26820,WP_042195495.1,,hypothetical protein,,1574016,1574204,+,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001683522.1_2603,C_RS27220,WP_001683522.1,,hypothetical protein,,2483646,2483834,-,chrm,
3,,,,,,,,,,,lcl_NC_004431.1_prot_WP_042195495.1_1347,C_RS26680,WP_042195495.1,,hypothetical protein,,1311709,1311897,+,chrm,
4,lcl_NC_004431.1_prot_WP_011076183.1_116,C_RS25970,WP_011076183.1,,IS3 family transposase,,115363,115893,+,chrm
4,,,,,,,,,,,lcl_NC_004431.1_prot_WP_011076183.1_226,C_RS26115,WP_011076183.1,,IS3 family transposase,,226983,227513,-,chrm,
5,lcl_NC_004431.1_prot_WP_000624707.1_247,C_RS01210,WP_000624707.1,,IS66 family insertion sequence hypothetical protein,,250214,250564,+,chrm
5,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000624688.1_3545,C_RS17180,WP_000624688.1,,IS66 family insertion sequence hypothetical protein,,3454615,3454965,-,chrm,
5,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000624646.1_3569,C_RS17295,WP_000624646.1,,IS66 family insertion sequence hypothetical protein,,3480612,3480962,+,chrm,
6,lcl_NC_004431.1_prot_WP_000065240.1_255,C_RS01265,WP_000065240.1,,ATPase AAA,,256927,257682,+,chrm
6,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000065240.1_1476,C_RS07130,WP_000065240.1,,ATPase AAA,,1402870,1403625,-,chrm,
6,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000065240.1_4993,C_RS24345,WP_000065240.1,,ATPase AAA,,4921500,4922255,+,chrm,
6,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000065240.1_2466,C_RS11895,WP_000065240.1,,ATPase AAA,,2344917,2345672,+,chrm,
6,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000065240.1_1254,C_RS06025,WP_000065240.1,,ATPase AAA,,1235995,1236750,+,chrm,
6,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000065240.1_3537,C_RS17135,WP_000065240.1,,ATPase AAA,,3447354,3448109,+,chrm,
7,lcl_NC_004431.1_prot_WP_000854730.1_256,C_RS01270,WP_000854730.1,,toxin,,257757,258134,-,chrm
7,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000854739.1_1259,C_RS06050,WP_000854739.1,,toxin,,1238191,1238571,+,chrm,
7,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000854681.1_4449,C_RS21565,WP_000854681.1,,toxin,,4340059,4340436,+,chrm,
7,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000854688.1_3602,C_RS17440,WP_000854688.1,,toxin,,3507297,3507674,+,chrm,
7,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000854747.1_4997,C_RS24365,WP_000854747.1,,toxin,,4923618,4923995,-,chrm,
8,lcl_NC_004431.1_prot_WP_001285481.1_257,C_RS01275,WP_001285481.1,,type IV toxin_antitoxin system YeeU family antitoxin,,258181,258555,-,chrm
8,,,,,,,,,,,lcl_NC_004431.1_prot_WP_024182258.1_4998,C_RS24370,WP_024182258.1,,type IV toxin_antitoxin system YeeU family antitoxin,,4924085,4924453,-,chrm,
8,,,,,,,,,,,lcl_NC_004431.1_prot_WP_021562928.1_4448,C_RS21560,WP_021562928.1,,type IV toxin_antitoxin system YeeU family antitoxin,,4339604,4339969,+,chrm,
8,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001285586.1_2493,C_RS12005,WP_001285586.1,,type IV toxin_antitoxin system YeeU family antitoxin,,2366616,2366984,+,chrm,
8,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001285596.1_3601,C_RS17435,WP_001285596.1,,type IV toxin_antitoxin system YeeU family antitoxin,,3506840,3507220,+,chrm,
9,lcl_NC_004431.1_prot_WP_000086759.1_258,C_RS01280,WP_000086759.1,,hypothetical protein,,258605,259249,-,chrm
9,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000094915.1_1256,C_RS06035,WP_000094915.1,,hypothetical protein,,1237076,1237720,+,chrm,
9,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000094917.1_3600,C_RS28815,WP_000094917.1,,hypothetical protein,,3506146,3506790,+,chrm,
10,lcl_NC_004431.1_prot_WP_000692315.1_259,C_RS01285,WP_000692315.1,,DUF987 domain_containing protein,,259268,259489,-,chrm
10,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000692300.1_4447,C_RS21555,WP_000692300.1,,DUF987 domain_containing protein,,4339304,4339525,+,chrm,
10,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000692323.1_2492,C_RS12000,WP_000692323.1,,DUF987 domain_containing protein,,2366321,2366542,+,chrm,
10,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000692329.1_3599,C_RS17425,WP_000692329.1,,DUF987 domain_containing protein,,3505906,3506127,+,chrm,
10,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000692312.1_1255,C_RS06030,WP_000692312.1,,DUF987 domain_containing protein,,1236836,1237057,+,chrm,
10,,,,,,,,,,,lcl_NC_004431.1_prot_WP_000692312.1_4999,C_RS24375,WP_000692312.1,,DUF987 domain_containing protein,,4924532,4924753,-,chrm,
11,lcl_NC_004431.1_prot_WP_001313574.1_260,C_RS01290,WP_001313574.1,,hypothetical protein,,259552,260028,-,chrm
11,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001186756.1_5000,C_RS24380,WP_001186756.1,,hypothetical protein,,4924822,4925298,-,chrm,
11,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001186171.1_4446,C_RS21550,WP_001186171.1,,hypothetical protein,,4338765,4339241,+,chrm,
11,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001351157.1_2491,C_RS11995,WP_001351157.1,,hypothetical protein,,2365776,2366252,+,chrm,
11,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001186170.1_1252,C_RS06015,WP_001186170.1,,hypothetical protein,,1233881,1234357,+,chrm,
11,,,,,,,,,,,lcl_NC_004431.1_prot_WP_001186726.1_3598,C_RS17420,WP_001186726.1,,hypothetical protein,,3505367,3505843,+,chrm,
12,lcl_NC_004431.1_prot_WP_001313575.1_261,C_RS01295,WP_001313575.1,,antirestriction protein,,260044,260517,-,chrm
